mv_id,move_name,ele_type,pp,priority,category,atk,accuracy,prob,effect,effect_target,min_times,max_times
319,metal-sound,steel,40,0,status,,85,,Lowers the target's Special Defense by two stages.,1,,
320,grass-whistle,grass,15,0,status,,55,,Puts the target to sleep.,1,,
321,tickle,normal,20,0,status,,100,,Lowers the target's Attack and Defense by one stage.,1,,
322,cosmic-power,psychic,20,0,status,,,,Raises the user's Defense and Special Defense by one stage.,0,,
323,water-spout,water,5,0,special,150,100,,"Inflicts more damage when the user has more HP remaining, with a maximum of 150 power.",1,,
324,signal-beam,bug,15,0,special,75,100,10,Has a $effect_chance% chance to confuse the target.,1,,
325,shadow-punch,ghost,20,0,physical,60,,,Never misses.,1,,
326,extrasensory,psychic,20,0,special,80,100,10,Has a $effect_chance% chance to make the target flinch.,1,,
327,sky-uppercut,fighting,15,0,physical,85,90,,Inflicts regular damage and can hit Bounce and Fly users.,1,,
328,sand-tomb,ground,15,0,physical,35,85,100,Prevents the target from fleeing and inflicts damage for 2-5 turns.,1,,
329,sheer-cold,ice,5,0,special,,30,,Causes a one-hit KO.,1,,
330,muddy-water,water,10,0,special,90,85,30,Has a $effect_chance% chance to lower the target's accuracy by one stage.,1,,
331,bullet-seed,grass,30,0,physical,25,100,,Hits 2-5 times in one turn.,1,2,5
332,aerial-ace,flying,20,0,physical,60,,,Never misses.,1,,
333,icicle-spear,ice,30,0,physical,25,100,,Hits 2-5 times in one turn.,1,2,5
334,iron-defense,steel,15,0,status,,,,Raises the user's Defense by two stages.,0,,
335,block,normal,5,0,status,,,,Prevents the target from leaving battle.,1,,
337,dragon-claw,dragon,15,0,physical,80,100,,Inflicts regular damage with no additional effect.,1,,
338,frenzy-plant,grass,5,0,special,150,90,,User foregoes its next turn to recharge.,1,,
339,bulk-up,fighting,20,0,status,,,,Raises the user's Attack and Defense by one stage.,0,,
340,bounce,flying,5,0,physical,85,85,30,"User bounces high into the air, dodging all attacks, and hits next turn.",1,,
341,mud-shot,ground,15,0,special,55,95,100,Has a $effect_chance% chance to lower the target's Speed by one stage.,1,,
342,poison-tail,posion,25,0,physical,50,100,10,Has an increased chance for a critical hit and a $effect_chance% chance to poison the target.,1,,
343,covet,normal,25,0,physical,60,100,,Takes the target's item.,1,,
344,volt-tackle,electric,15,0,physical,120,100,10,User takes 1/3 the damage inflicted in recoil.  Has a $effect_chance% chance to paralyze the target.,1,,
345,magical-leaf,grass,20,0,special,60,,,Never misses.,1,,
347,calm-mind,psychic,20,0,status,,,,Raises the user's Special Attack and Special Defense by one stage.,0,,
348,leaf-blade,grass,15,0,physical,90,100,,Has an increased chance for a critical hit.,1,,
349,dragon-dance,dragon,20,0,status,,,,Raises the user's Attack and Speed by one stage.,0,,
350,rock-blast,rock,10,0,physical,25,90,,Hits 2-5 times in one turn.,1,2,5
351,shock-wave,electric,20,0,special,60,,,Never misses.,1,,
352,water-pulse,water,20,0,special,60,100,20,Has a $effect_chance% chance to confuse the target.,1,,
353,doom-desire,steel,5,0,special,140,100,,Hits the target two turns later.,1,,
354,psycho-boost,psychic,5,0,special,140,90,100,Lowers the user's Special Attack by two stages after inflicting damage.,1,,
355,roost,flying,10,0,status,,,,Heals the user by half its max HP.,0,,
357,miracle-eye,psychic,40,0,status,,,,"Forces the target to have no evasion, and allows it to be hit by Psychic moves even if it's Dark.",1,,
358,wake-up-slap,fighting,10,0,physical,70,100,,"If the target is asleep, has double power and wakes it up.",1,,
359,hammer-arm,fighting,10,0,physical,100,90,100,Lowers user's Speed by one stage.,1,,
360,gyro-ball,steel,5,0,physical,,100,,"Power raises when the user has lower Speed, up to a maximum of 150.",1,,
361,healing-wish,psychic,10,0,status,,,,User faints.  Its replacement has its HP fully restored and any major status effect removed.,0,,
362,brine,water,10,0,special,65,100,,Has double power against Pokémon that have less than half their max HP remaining.,1,,
363,natural-gift,normal,15,0,physical,,100,,Power and type depend on the held berry.,1,,
364,feint,normal,10,2,physical,30,100,,Hits through Protect and Detect.,1,,
365,pluck,flying,20,0,physical,60,100,,"If target has a berry, inflicts double damage and uses the berry.",1,,
367,acupressure,normal,30,0,status,,,,Raises one of a friendly Pokémon's stats at random by two stages.,0,,
368,metal-burst,steel,10,0,physical,,100,,Strikes back at the last Pokémon to hit the user this turn with 1.5× the damage.,1,,
369,u-turn,bug,20,0,physical,70,100,,User must switch out after attacking.,1,,
370,close-combat,fighting,5,0,physical,120,100,100,Lowers the user's Defense and Special Defense by one stage after inflicting damage.,1,,
371,payback,dark,10,0,physical,50,100,,Power is doubled if the target has already moved this turn.,1,,
372,assurance,dark,10,0,physical,60,100,,Power is doubled if the target has already received damage this turn.,1,,
373,embargo,dark,15,0,status,,100,,Target cannot use held items.,1,,
374,fling,dark,10,0,physical,,100,,Throws held item at the target; power depends on the item.,1,,
375,psycho-shift,psychic,10,0,status,,100,,Transfers the user's major status effect to the target.,1,,
376,trump-card,normal,5,0,special,,,,"Power increases when this move has less PP, up to a maximum of 200.",1,,
377,heal-block,psychic,15,0,status,,100,,Prevents target from restoring its HP for five turns.,1,,
378,wring-out,normal,5,0,special,,100,,"Power increases against targets with more HP remaining, up to a maximum of 121 power.",1,,
379,power-trick,psychic,10,0,status,,,,User swaps Attack and Defense.,0,,
380,gastro-acid,posion,10,0,status,,100,,Nullifies target's ability until it leaves battle.,1,,
383,copycat,normal,20,0,status,,,,Uses the target's last used move.,0,,
384,power-swap,psychic,10,0,status,,,,User swaps Attack and Special Attack changes with the target.,1,,
385,guard-swap,psychic,10,0,status,,,,User swaps Defense and Special Defense changes with the target.,1,,
386,punishment,dark,5,0,physical,,100,,"Power increases against targets with more raised stats, up to a maximum of 200.",1,,
387,last-resort,normal,5,0,physical,140,100,,Can only be used after all of the user's other moves have been used.,1,,
388,worry-seed,grass,10,0,status,,100,,Changes the target's ability to Insomnia.,1,,
389,sucker-punch,dark,5,1,physical,70,100,,Only works if the target is about to use a damaging move.,1,,
391,heart-swap,psychic,10,0,status,,,,User and target swap stat changes.,1,,
392,aqua-ring,water,20,0,status,,,,Restores 1/16 of the user's max HP each turn.,0,,
393,magnet-rise,electric,10,0,status,,,,User is immune to Ground moves and effects for five turns.,0,,
394,flare-blitz,fire,15,0,physical,120,100,10,User takes 1/3 the damage inflicted in recoil.  Has a $effect_chance% chance to [burn]{mechanic:burn} the target.,1,,
395,force-palm,fighting,10,0,physical,60,100,30,Has a $effect_chance% chance to [paralyze]{mechanic:paralysis} the target.,1,,
396,aura-sphere,fighting,20,0,special,80,,,Never misses.,1,,
397,rock-polish,rock,20,0,status,,,,Raises the user's Speed by two stages.,0,,
398,poison-jab,posion,20,0,physical,80,100,30,Has a $effect_chance% chance to [poison]{mechanic:poison} the target.,1,,
399,dark-pulse,dark,15,0,special,80,100,20,Has a $effect_chance% chance to make the target flinch.,1,,
400,night-slash,dark,15,0,physical,70,100,,Has an increased chance for a critical hit.,1,,
401,aqua-tail,water,10,0,physical,90,90,,Inflicts regular damage with no additional effect.,1,,
402,seed-bomb,grass,15,0,physical,80,100,,Inflicts regular damage with no additional effect.,1,,
403,air-slash,flying,15,0,special,75,95,30,Has a $effect_chance% chance to make the target flinch.,1,,
404,x-scissor,bug,15,0,physical,80,100,,Inflicts regular damage with no additional effect.,1,,
405,bug-buzz,bug,10,0,special,90,100,10,Has a $effect_chance% chance to lower the target's Special Defense by one stage.,1,,
406,dragon-pulse,dragon,10,0,special,85,100,,Inflicts regular damage with no additional effect.,1,,
407,dragon-rush,dragon,10,0,physical,100,75,20,Has a $effect_chance% chance to make the target flinch.,1,,
408,power-gem,rock,20,0,special,80,100,,Inflicts regular damage with no additional effect.,1,,
409,drain-punch,fighting,10,0,physical,75,100,,Drains half the damage inflicted to heal the user.,1,,
410,vacuum-wave,fighting,30,1,special,40,100,,Inflicts regular damage with no additional effect.,1,,
411,focus-blast,fighting,5,0,special,120,70,10,Has a $effect_chance% chance to lower the target's Special Defense by one stage.,1,,
412,energy-ball,grass,10,0,special,90,100,10,Has a $effect_chance% chance to lower the target's Special Defense by one stage.,1,,
413,brave-bird,flying,15,0,physical,120,100,,User receives 1/3 the damage inflicted in recoil.,1,,
414,earth-power,ground,10,0,special,90,100,10,Has a $effect_chance% chance to lower the target's Special Defense by one stage.,1,,
415,switcheroo,dark,10,0,status,,100,,User and target swap items.,1,,
416,giga-impact,normal,5,0,physical,150,90,,User foregoes its next turn to recharge.,1,,
417,nasty-plot,dark,20,0,status,,,,Raises the user's Special Attack by two stages.,0,,
418,bullet-punch,steel,30,1,physical,40,100,,Inflicts regular damage with no additional effect.,1,,
419,avalanche,ice,10,-4,physical,60,100,,Inflicts double damage if the user takes damage before attacking this turn.,1,,
420,ice-shard,ice,30,1,physical,40,100,,Inflicts regular damage with no additional effect.,1,,
421,shadow-claw,ghost,15,0,physical,70,100,,Has an increased chance for a critical hit.,1,,
422,thunder-fang,electric,15,0,physical,65,95,10,Has a $effect_chance% chance to paralyze the target and a $effect_chance% chance to make the target flinch.,1,,
423,ice-fang,ice,15,0,physical,65,95,10,Has a $effect_chance% chance to freeze the target and a $effect_chance% chance to make the target flinch.,1,,
424,fire-fang,fire,15,0,physical,65,95,10,Has a $effect_chance% chance to [burn]{mechanic:burn} the target and a $effect_chance% chance to make the target flinch.,1,,
425,shadow-sneak,ghost,30,1,physical,40,100,,Inflicts regular damage with no additional effect.,1,,
426,mud-bomb,ground,10,0,special,65,85,30,Has a $effect_chance% chance to lower the target's accuracy by one stage.,1,,
427,psycho-cut,psychic,20,0,physical,70,100,,Has an increased chance for a critical hit.,1,,
428,zen-headbutt,psychic,15,0,physical,80,90,20,Has a $effect_chance% chance to make the target flinch.,1,,
429,mirror-shot,steel,10,0,special,65,85,30,Has a $effect_chance% chance to lower the target's accuracy by one stage.,1,,
430,flash-cannon,steel,10,0,special,80,100,10,Has a $effect_chance% chance to lower the target's Special Defense by one stage.,1,,
431,rock-climb,normal,20,0,physical,90,85,20,Has a $effect_chance% chance to confuse the target.,1,,
432,defog,flying,15,0,status,,,,Lowers the target's evasion by one stage.  Removes field effects from the enemy field.,1,,
434,draco-meteor,dragon,5,0,special,130,90,100,Lowers the user's Special Attack by two stages after inflicting damage.,1,,
437,leaf-storm,grass,5,0,special,130,90,100,Lowers the user's Special Attack by two stages after inflicting damage.,1,,
438,power-whip,grass,10,0,physical,120,85,,Inflicts regular damage with no additional effect.,1,,
439,rock-wrecker,rock,5,0,physical,150,90,,User foregoes its next turn to recharge.,1,,
440,cross-poison,posion,20,0,physical,70,100,10,Has an increased chance for a critical hit and a $effect_chance% chance to poison the target.,1,,
441,gunk-shot,posion,5,0,physical,120,80,30,Has a $effect_chance% chance to [poison]{mechanic:poison} the target.,1,,
442,iron-head,steel,15,0,physical,80,100,30,Has a $effect_chance% chance to make the target flinch.,1,,
443,magnet-bomb,steel,20,0,physical,60,,,Never misses.,1,,
444,stone-edge,rock,5,0,physical,100,80,,Has an increased chance for a critical hit.,1,,
445,captivate,normal,20,0,status,,100,,Lowers the target's Special Attack by two stages if it's the opposite gender.,1,,
447,grass-knot,grass,20,0,special,,100,,"Inflicts more damage to heavier targets, with a maximum of 120 power.",1,,
448,chatter,flying,20,0,special,65,100,100,Has a higher chance to confuse the target when the recorded sound is louder.,1,,
449,judgment,normal,10,0,special,100,100,,"If the user is holding a appropriate plate or drive, the damage inflicted will match it.",1,,
450,bug-bite,bug,20,0,physical,60,100,,"If target has a berry, inflicts double damage and uses the berry.",1,,
451,charge-beam,electric,10,0,special,50,90,70,Has a $effect_chance% chance to raise the user's Special Attack by one stage.,1,,
452,wood-hammer,grass,15,0,physical,120,100,,User receives 1/3 the damage inflicted in recoil.,1,,
453,aqua-jet,water,20,1,physical,40,100,,Inflicts regular damage with no additional effect.,1,,
454,attack-order,bug,15,0,physical,90,100,,Has an increased chance for a critical hit.,1,,
455,defend-order,bug,10,0,status,,,,Raises the user's Defense and Special Defense by one stage.,0,,
456,heal-order,bug,10,0,status,,,,Heals the user by half its max HP.,0,,
457,head-smash,rock,5,0,physical,150,80,,User receives 1/2 the damage inflicted in recoil.,1,,
458,double-hit,normal,10,0,physical,35,90,,Hits twice in one turn.,1,2,2
459,roar-of-time,dragon,5,0,special,150,90,,User foregoes its next turn to recharge.,1,,
460,spacial-rend,dragon,5,0,special,100,95,,Has an increased chance for a critical hit.,1,,
461,lunar-dance,psychic,10,0,status,,,,"User faints, and its replacement is fully healed.",0,,
462,crush-grip,normal,5,0,physical,,100,,"Power increases against targets with more HP remaining, up to a maximum of 121 power.",1,,
463,magma-storm,fire,5,0,special,100,75,100,Prevents the target from fleeing and inflicts damage for 2-5 turns.,1,,
464,dark-void,dark,10,0,status,,50,,Puts the target to sleep.,1,,
465,seed-flare,grass,5,0,special,120,85,40,Has a $effect_chance% chance to lower the target's Special Defense by two stages.,1,,
466,ominous-wind,ghost,5,0,special,60,100,10,Has a $effect_chance% chance to raise all of the user's stats by one stage.,1,,
467,shadow-force,ghost,5,0,physical,120,100,,"User vanishes, dodging all attacks, and hits next turn.  Hits through Protect and Detect.",1,,
